'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'hh:mm:ss.mmm','mV','mV','mV','mV'
'0:05.564',-0.090,0.000,0.110,0.320
'0:05.566',-0.080,0.000,0.110,0.320
'0:05.568',-0.080,0.000,0.120,0.310
'0:05.570',-0.080,0.000,0.120,0.320
'0:05.572',-0.100,0.020,0.120,0.330
'0:05.574',-0.100,0.010,0.120,0.320
'0:05.576',-0.090,-0.010,0.120,0.300
'0:05.578',-0.090,-0.030,0.120,0.290
'0:05.580',-0.080,-0.040,0.140,0.290
'0:05.582',-0.080,-0.040,0.140,0.290
'0:05.584',-0.090,-0.030,0.150,0.290
'0:05.586',-0.110,-0.010,0.170,0.320
'0:05.588',-0.120,0.000,0.180,0.350
'0:05.590',-0.110,-0.020,0.160,0.340
'0:05.592',-0.090,-0.040,0.150,0.310
'0:05.594',-0.080,-0.050,0.140,0.300
'0:05.596',-0.080,-0.060,0.140,0.300
'0:05.598',-0.080,-0.050,0.140,0.310
'0:05.600',-0.090,-0.020,0.150,0.330
'0:05.602',-0.090,0.000,0.150,0.330
'0:05.604',-0.090,0.000,0.150,0.320
'0:05.606',-0.080,-0.020,0.160,0.310
'0:05.608',-0.080,-0.030,0.150,0.300
'0:05.610',-0.080,-0.040,0.130,0.290
'0:05.612',-0.070,-0.050,0.120,0.280
'0:05.614',-0.080,-0.030,0.120,0.290
'0:05.616',-0.080,0.000,0.130,0.310
'0:05.618',-0.080,0.010,0.140,0.310
'0:05.620',-0.070,0.010,0.140,0.310
'0:05.622',-0.080,0.000,0.130,0.300
'0:05.624',-0.080,-0.020,0.110,0.300
'0:05.626',-0.080,-0.040,0.100,0.290
'0:05.628',-0.090,-0.030,0.110,0.300
'0:05.630',-0.080,-0.010,0.120,0.320
'0:05.632',-0.070,0.000,0.120,0.320
'0:05.634',-0.070,0.000,0.110,0.320
'0:05.636',-0.070,-0.010,0.100,0.320
'0:05.638',-0.070,-0.030,0.090,0.300
'0:05.640',-0.070,-0.060,0.070,0.300
'0:05.642',-0.100,-0.050,0.060,0.310
'0:05.644',-0.100,-0.040,0.050,0.310
'0:05.646',-0.100,-0.060,0.050,0.300
'0:05.648',-0.090,-0.070,0.050,0.290
'0:05.650',-0.090,-0.060,0.070,0.280
'0:05.652',-0.090,-0.050,0.080,0.270
'0:05.654',-0.080,-0.070,0.080,0.280
'0:05.656',-0.090,-0.060,0.090,0.320
'0:05.658',-0.110,-0.050,0.110,0.340
'0:05.660',-0.110,-0.050,0.090,0.320
'0:05.662',-0.110,-0.080,0.080,0.310
'0:05.664',-0.100,-0.080,0.080,0.300
'0:05.666',-0.090,-0.070,0.080,0.290
'0:05.668',-0.090,-0.060,0.080,0.300
'0:05.670',-0.100,-0.050,0.080,0.320
'0:05.672',-0.120,-0.050,0.100,0.330
'0:05.674',-0.120,-0.060,0.110,0.320
'0:05.676',-0.120,-0.070,0.090,0.300
'0:05.678',-0.110,-0.080,0.070,0.290
'0:05.680',-0.110,-0.090,0.060,0.300
'0:05.682',-0.100,-0.090,0.070,0.320
'0:05.684',-0.100,-0.050,0.090,0.340
'0:05.686',-0.110,-0.020,0.100,0.350
'0:05.688',-0.120,-0.020,0.090,0.340
'0:05.690',-0.110,-0.040,0.080,0.320
'0:05.692',-0.110,-0.060,0.070,0.290
'0:05.694',-0.100,-0.080,0.070,0.270
'0:05.696',-0.100,-0.080,0.080,0.280
'0:05.698',-0.090,-0.040,0.100,0.310
'0:05.700',-0.100,0.000,0.120,0.330
'0:05.702',-0.090,0.000,0.120,0.310
'0:05.704',-0.080,0.000,0.110,0.300
'0:05.706',-0.070,-0.020,0.100,0.290
'0:05.708',-0.070,-0.040,0.100,0.270
'0:05.710',-0.050,-0.050,0.090,0.250
'0:05.712',-0.040,-0.040,0.090,0.260
'0:05.714',-0.040,-0.020,0.090,0.260
'0:05.716',-0.040,-0.010,0.080,0.250
'0:05.718',-0.040,-0.020,0.070,0.230
'0:05.720',-0.040,-0.020,0.060,0.220
'0:05.722',-0.030,-0.030,0.050,0.190
'0:05.724',-0.020,-0.050,0.040,0.170
'0:05.726',-0.020,-0.040,0.030,0.170
'0:05.728',-0.030,-0.030,0.020,0.170
'0:05.730',0.000,-0.030,0.030,0.170
'0:05.732',0.010,-0.020,0.030,0.160
'0:05.734',0.010,-0.010,0.020,0.150
'0:05.736',0.010,-0.010,0.020,0.150
'0:05.738',0.020,-0.020,0.020,0.150
'0:05.740',0.000,-0.010,0.050,0.160
'0:05.742',-0.010,0.000,0.070,0.170
'0:05.744',0.000,0.000,0.060,0.160
'0:05.746',0.000,-0.010,0.050,0.150
'0:05.748',0.010,-0.020,0.040,0.130
'0:05.750',0.020,-0.010,0.050,0.120
'0:05.752',0.040,0.000,0.040,0.120
'0:05.754',0.040,0.000,0.040,0.120
'0:05.756',0.040,0.010,0.060,0.130
'0:05.758',0.030,0.000,0.060,0.120
'0:05.760',0.030,-0.010,0.050,0.110
'0:05.762',0.040,-0.030,0.030,0.090
'0:05.764',0.050,-0.040,0.000,0.070
'0:05.766',0.060,-0.030,-0.010,0.040
'0:05.768',0.070,0.000,-0.020,0.020
'0:05.770',0.070,0.010,-0.060,0.000
'0:05.772',0.090,-0.020,-0.140,-0.050
'0:05.774',0.110,-0.050,-0.190,-0.080
'0:05.776',0.120,-0.060,-0.170,-0.090
'0:05.778',0.130,-0.030,-0.060,-0.020
'0:05.780',0.130,0.040,0.130,0.130
'0:05.782',0.110,0.190,0.430,0.350
'0:05.784',0.110,0.420,0.810,0.590
'0:05.786',0.170,0.720,1.260,0.840
'0:05.788',0.280,1.060,1.760,1.110
'0:05.790',0.400,1.410,2.280,1.390
'0:05.792',0.480,1.780,2.820,1.700
'0:05.794',0.560,2.160,3.360,2.010
'0:05.796',0.630,2.570,3.890,2.320
'0:05.798',0.680,2.980,4.360,2.610
'0:05.800',0.740,3.300,4.720,2.800
'0:05.802',0.770,3.480,4.910,2.900
'0:05.804',0.760,3.520,4.930,2.930
'0:05.806',0.700,3.400,4.760,2.850
'0:05.808',0.550,3.080,4.390,2.670
'0:05.810',0.300,2.570,3.810,2.440
'0:05.812',0.050,1.990,3.140,2.160
'0:05.814',-0.130,1.460,2.500,1.870
'0:05.816',-0.240,1.030,1.920,1.570
'0:05.818',-0.290,0.690,1.440,1.280
'0:05.820',-0.310,0.420,1.020,1.010
'0:05.822',-0.310,0.200,0.650,0.780
'0:05.824',-0.300,0.020,0.350,0.590
'0:05.826',-0.290,-0.110,0.120,0.430
'0:05.828',-0.250,-0.220,-0.080,0.270
'0:05.830',-0.210,-0.320,-0.260,0.120
'0:05.832',-0.170,-0.410,-0.400,0.000
'0:05.834',-0.150,-0.470,-0.520,-0.110
'0:05.836',-0.130,-0.520,-0.610,-0.200
'0:05.838',-0.110,-0.560,-0.680,-0.250
'0:05.840',-0.100,-0.580,-0.730,-0.290
'0:05.842',-0.080,-0.600,-0.780,-0.360
'0:05.844',-0.060,-0.640,-0.820,-0.420
'0:05.846',-0.060,-0.650,-0.850,-0.450
'0:05.848',-0.030,-0.660,-0.850,-0.470
'0:05.850',-0.010,-0.660,-0.850,-0.480
'0:05.852',-0.010,-0.640,-0.850,-0.480
'0:05.854',-0.020,-0.610,-0.840,-0.480
'0:05.856',0.000,-0.600,-0.840,-0.500
'0:05.858',0.010,-0.600,-0.850,-0.530
'0:05.860',0.020,-0.610,-0.860,-0.550
'0:05.862',0.030,-0.610,-0.860,-0.570
'0:05.864',0.050,-0.590,-0.850,-0.580
'0:05.866',0.050,-0.560,-0.830,-0.570
'0:05.868',0.040,-0.530,-0.810,-0.540
'0:05.870',0.040,-0.500,-0.800,-0.540
'0:05.872',0.050,-0.500,-0.790,-0.550
'0:05.874',0.060,-0.520,-0.790,-0.560
'0:05.876',0.060,-0.540,-0.790,-0.580
'0:05.878',0.060,-0.550,-0.790,-0.580
'0:05.880',0.050,-0.520,-0.780,-0.550
'0:05.882',0.030,-0.470,-0.750,-0.520
'0:05.884',0.030,-0.440,-0.750,-0.520
'0:05.886',0.030,-0.430,-0.740,-0.530
'0:05.888',0.040,-0.440,-0.730,-0.530
'0:05.890',0.040,-0.440,-0.720,-0.540
'0:05.892',0.040,-0.440,-0.730,-0.570
'0:05.894',0.030,-0.440,-0.730,-0.580
'0:05.896',0.020,-0.420,-0.710,-0.580
'0:05.898',0.030,-0.400,-0.700,-0.580
'0:05.900',0.050,-0.380,-0.690,-0.590
'0:05.902',0.070,-0.370,-0.680,-0.590
'0:05.904',0.070,-0.370,-0.660,-0.570
'0:05.906',0.050,-0.370,-0.650,-0.540
'0:05.908',0.030,-0.360,-0.640,-0.540
'0:05.910',0.020,-0.340,-0.630,-0.540
'0:05.912',0.020,-0.340,-0.630,-0.550
'0:05.914',0.030,-0.340,-0.620,-0.560
'0:05.916',0.040,-0.320,-0.620,-0.570
'0:05.918',0.050,-0.300,-0.610,-0.570
'0:05.920',0.060,-0.290,-0.610,-0.570
'0:05.922',0.060,-0.290,-0.590,-0.570
'0:05.924',0.010,-0.280,-0.560,-0.540
'0:05.926',0.000,-0.290,-0.550,-0.550
'0:05.928',0.020,-0.300,-0.550,-0.560
'0:05.930',0.050,-0.290,-0.560,-0.570
'0:05.932',0.080,-0.270,-0.560,-0.580
'0:05.934',0.090,-0.260,-0.550,-0.590
'0:05.936',0.090,-0.240,-0.540,-0.580
'0:05.938',0.090,-0.220,-0.530,-0.560
'0:05.940',0.090,-0.230,-0.530,-0.560
'0:05.942',0.100,-0.240,-0.530,-0.580
'0:05.944',0.110,-0.250,-0.530,-0.590
'0:05.946',0.110,-0.250,-0.530,-0.600
'0:05.948',0.120,-0.230,-0.530,-0.620
'0:05.950',0.130,-0.210,-0.530,-0.630
'0:05.952',0.120,-0.170,-0.520,-0.610
'0:05.954',0.140,-0.150,-0.510,-0.620
'0:05.956',0.170,-0.150,-0.510,-0.640
'0:05.958',0.190,-0.170,-0.520,-0.660
'0:05.960',0.210,-0.180,-0.530,-0.680
'0:05.962',0.220,-0.190,-0.540,-0.680
'0:05.964',0.240,-0.170,-0.520,-0.660
'0:05.966',0.240,-0.110,-0.490,-0.640
'0:05.968',0.250,-0.070,-0.470,-0.660
'0:05.970',0.270,-0.050,-0.470,-0.690
'0:05.972',0.300,-0.060,-0.480,-0.710
'0:05.974',0.310,-0.080,-0.490,-0.730
'0:05.976',0.300,-0.090,-0.500,-0.750
'0:05.978',0.310,-0.090,-0.490,-0.760
'0:05.980',0.320,-0.070,-0.480,-0.750
'0:05.982',0.350,-0.050,-0.480,-0.740
'0:05.984',0.340,-0.040,-0.470,-0.740
'0:05.986',0.330,-0.030,-0.460,-0.740
'0:05.988',0.340,-0.040,-0.470,-0.740
'0:05.990',0.340,-0.070,-0.480,-0.740
'0:05.992',0.340,-0.080,-0.480,-0.740
'0:05.994',0.340,-0.070,-0.470,-0.740
'0:05.996',0.340,-0.070,-0.470,-0.730
'0:05.998',0.340,-0.070,-0.460,-0.720
'0:06.000',0.330,-0.070,-0.450,-0.720
'0:06.002',0.310,-0.080,-0.450,-0.710
'0:06.004',0.300,-0.090,-0.450,-0.700
'0:06.006',0.290,-0.100,-0.450,-0.670
'0:06.008',0.250,-0.110,-0.430,-0.650
'0:06.010',0.220,-0.130,-0.410,-0.650
'0:06.012',0.210,-0.160,-0.410,-0.630
'0:06.014',0.200,-0.180,-0.400,-0.610
'0:06.016',0.170,-0.180,-0.390,-0.580
'0:06.018',0.150,-0.180,-0.380,-0.540
'0:06.020',0.110,-0.180,-0.360,-0.500
'0:06.022',0.080,-0.160,-0.320,-0.430
'0:06.024',0.040,-0.180,-0.300,-0.410
'0:06.026',0.020,-0.190,-0.270,-0.400
'0:06.028',0.000,-0.200,-0.250,-0.380
'0:06.030',-0.020,-0.210,-0.220,-0.340
'0:06.032',-0.050,-0.220,-0.190,-0.310
'0:06.034',-0.080,-0.220,-0.160,-0.260
'0:06.036',-0.110,-0.200,-0.140,-0.200
'0:06.038',-0.140,-0.210,-0.120,-0.160
'0:06.040',-0.160,-0.230,-0.100,-0.130
'0:06.042',-0.180,-0.250,-0.070,-0.110
'0:06.044',-0.200,-0.260,-0.050,-0.090
'0:06.046',-0.210,-0.260,-0.020,-0.060
'0:06.048',-0.230,-0.230,0.000,-0.020
'0:06.050',-0.290,-0.170,0.060,0.030
'0:06.052',-0.320,-0.140,0.090,0.060
'0:06.054',-0.330,-0.140,0.100,0.070
'0:06.056',-0.340,-0.150,0.100,0.100
'0:06.058',-0.340,-0.180,0.100,0.110
'0:06.060',-0.330,-0.200,0.110,0.120
'0:06.062',-0.340,-0.200,0.120,0.140
'0:06.064',-0.360,-0.150,0.160,0.200
'0:06.066',-0.370,-0.130,0.180,0.220
'0:06.068',-0.370,-0.150,0.180,0.210
'0:06.070',-0.370,-0.160,0.170,0.210
'0:06.072',-0.360,-0.190,0.170,0.200
'0:06.074',-0.360,-0.220,0.160,0.190
'0:06.076',-0.380,-0.220,0.150,0.180
'0:06.078',-0.390,-0.210,0.150,0.190
'0:06.080',-0.380,-0.200,0.150,0.200
'0:06.082',-0.360,-0.190,0.150,0.190
'0:06.084',-0.360,-0.190,0.160,0.190
'0:06.086',-0.360,-0.190,0.150,0.180
'0:06.088',-0.340,-0.200,0.130,0.180
'0:06.090',-0.340,-0.220,0.120,0.170
'0:06.092',-0.360,-0.220,0.140,0.180
'0:06.094',-0.370,-0.210,0.150,0.190
'0:06.096',-0.350,-0.210,0.150,0.190
'0:06.098',-0.330,-0.200,0.140,0.180
'0:06.100',-0.330,-0.190,0.140,0.180
'0:06.102',-0.330,-0.170,0.130,0.180
'0:06.104',-0.330,-0.160,0.130,0.180
'0:06.106',-0.340,-0.130,0.140,0.200
'0:06.108',-0.350,-0.140,0.140,0.190
'0:06.110',-0.330,-0.150,0.130,0.170
'0:06.112',-0.320,-0.170,0.120,0.150
'0:06.114',-0.300,-0.170,0.120,0.140
'0:06.116',-0.280,-0.170,0.120,0.140
'0:06.118',-0.290,-0.160,0.120,0.150
'0:06.120',-0.290,-0.140,0.120,0.180
'0:06.122',-0.300,-0.130,0.130,0.200
'0:06.124',-0.300,-0.150,0.130,0.200
'0:06.126',-0.300,-0.160,0.130,0.190
'0:06.128',-0.300,-0.170,0.120,0.180
'0:06.130',-0.290,-0.170,0.120,0.180
'0:06.132',-0.280,-0.160,0.130,0.170
'0:06.134',-0.280,-0.130,0.160,0.200
'0:06.136',-0.300,-0.110,0.170,0.220
'0:06.138',-0.300,-0.110,0.170,0.210
'0:06.140',-0.300,-0.120,0.160,0.190
'0:06.142',-0.290,-0.130,0.150,0.170
'0:06.144',-0.270,-0.140,0.130,0.160
'0:06.146',-0.270,-0.130,0.120,0.170
'0:06.148',-0.280,-0.100,0.120,0.190
'0:06.150',-0.270,-0.100,0.130,0.200
'0:06.152',-0.260,-0.100,0.130,0.200
'0:06.154',-0.260,-0.100,0.120,0.200
'0:06.156',-0.260,-0.110,0.110,0.210
'0:06.158',-0.250,-0.120,0.100,0.200
'0:06.160',-0.250,-0.130,0.100,0.190
'0:06.162',-0.250,-0.110,0.110,0.200
'0:06.164',-0.260,-0.090,0.140,0.200
'0:06.166',-0.250,-0.080,0.140,0.190
'0:06.168',-0.240,-0.080,0.130,0.180
'0:06.170',-0.230,-0.080,0.130,0.170
'0:06.172',-0.220,-0.070,0.130,0.170
'0:06.174',-0.220,-0.070,0.120,0.170
'0:06.176',-0.240,-0.040,0.140,0.200
'0:06.178',-0.250,-0.020,0.150,0.220
'0:06.180',-0.240,-0.010,0.150,0.230
'0:06.182',-0.220,-0.010,0.150,0.220
'0:06.184',-0.210,-0.020,0.150,0.210
'0:06.186',-0.200,-0.030,0.150,0.200
'0:06.188',-0.190,-0.030,0.140,0.210
'0:06.190',-0.180,-0.030,0.120,0.220
'0:06.192',-0.180,-0.040,0.120,0.200
'0:06.194',-0.180,-0.040,0.130,0.190
'0:06.196',-0.170,-0.050,0.120,0.190
'0:06.198',-0.140,-0.050,0.120,0.200
'0:06.200',-0.120,-0.050,0.130,0.210
'0:06.202',-0.130,-0.050,0.140,0.230
'0:06.204',-0.140,-0.030,0.160,0.260
'0:06.206',-0.150,-0.020,0.170,0.280
'0:06.208',-0.140,-0.050,0.160,0.260
'0:06.210',-0.140,-0.070,0.150,0.240
'0:06.212',-0.140,-0.080,0.140,0.240
'0:06.214',-0.120,-0.070,0.140,0.240
'0:06.216',-0.120,-0.050,0.120,0.260
'0:06.218',-0.140,-0.020,0.120,0.300
'0:06.220',-0.160,0.000,0.130,0.320
'0:06.222',-0.160,-0.030,0.130,0.320
'0:06.224',-0.150,-0.050,0.120,0.310
'0:06.226',-0.160,-0.070,0.110,0.290
'0:06.228',-0.150,-0.080,0.100,0.280
'0:06.230',-0.140,-0.080,0.090,0.270
'0:06.232',-0.140,-0.050,0.080,0.270
'0:06.234',-0.150,-0.020,0.090,0.280
'0:06.236',-0.150,-0.010,0.110,0.280
'0:06.238',-0.150,-0.010,0.120,0.280
'0:06.240',-0.150,-0.030,0.130,0.280
'0:06.242',-0.160,-0.050,0.120,0.260
'0:06.244',-0.160,-0.060,0.110,0.240
'0:06.246',-0.170,-0.050,0.130,0.270
'0:06.248',-0.180,-0.030,0.150,0.300
'0:06.250',-0.170,-0.020,0.150,0.300
'0:06.252',-0.170,-0.030,0.140,0.290
'0:06.254',-0.160,-0.040,0.130,0.280
'0:06.256',-0.140,-0.050,0.110,0.270
'0:06.258',-0.130,-0.060,0.100,0.270
'0:06.260',-0.140,-0.050,0.100,0.270
'0:06.262',-0.140,-0.060,0.090,0.270
'0:06.264',-0.130,-0.070,0.100,0.270
'0:06.266',-0.120,-0.070,0.100,0.270
'0:06.268',-0.130,-0.070,0.100,0.260
'0:06.270',-0.120,-0.060,0.090,0.260
'0:06.272',-0.110,-0.070,0.070,0.270
'0:06.274',-0.120,-0.070,0.070,0.280
'0:06.276',-0.130,-0.060,0.070,0.290
'0:06.278',-0.130,-0.080,0.060,0.280
'0:06.280',-0.130,-0.090,0.050,0.270
'0:06.282',-0.120,-0.090,0.050,0.270
'0:06.284',-0.130,-0.080,0.050,0.270
'0:06.286',-0.140,-0.080,0.050,0.280
'0:06.288',-0.160,-0.060,0.040,0.310
'0:06.290',-0.170,-0.060,0.040,0.330
'0:06.292',-0.160,-0.080,0.040,0.320
'0:06.294',-0.150,-0.100,0.050,0.320
'0:06.296',-0.150,-0.110,0.060,0.320
'0:06.298',-0.140,-0.120,0.070,0.330
'0:06.300',-0.150,-0.100,0.080,0.330
'0:06.302',-0.170,-0.080,0.090,0.350
'0:06.304',-0.170,-0.070,0.100,0.380
'0:06.306',-0.170,-0.070,0.100,0.380
'0:06.308',-0.160,-0.060,0.090,0.360
'0:06.310',-0.150,-0.060,0.080,0.330
'0:06.312',-0.140,-0.060,0.080,0.330
'0:06.314',-0.130,-0.050,0.080,0.320
'0:06.316',-0.140,-0.010,0.090,0.330
'0:06.318',-0.130,0.000,0.090,0.340
'0:06.320',-0.120,0.010,0.090,0.330
'0:06.322',-0.120,0.000,0.090,0.320
'0:06.324',-0.130,-0.010,0.090,0.300
'0:06.326',-0.140,-0.030,0.100,0.280
'0:06.328',-0.140,-0.050,0.100,0.270
'0:06.330',-0.140,-0.030,0.100,0.280
'0:06.332',-0.130,-0.020,0.100,0.270
'0:06.334',-0.130,-0.010,0.100,0.250
'0:06.336',-0.130,-0.010,0.100,0.240
'0:06.338',-0.120,0.000,0.090,0.220
'0:06.340',-0.110,-0.020,0.080,0.210
'0:06.342',-0.110,-0.030,0.060,0.190
'0:06.344',-0.110,-0.020,0.050,0.190
'0:06.346',-0.110,-0.010,0.050,0.200
'0:06.348',-0.090,-0.010,0.050,0.190
'0:06.350',-0.070,-0.010,0.050,0.170
'0:06.352',-0.060,-0.010,0.040,0.160
'0:06.354',-0.060,0.000,0.030,0.170
'0:06.356',-0.060,-0.010,0.030,0.160
'0:06.358',-0.070,0.000,0.040,0.180
'0:06.360',-0.070,0.010,0.060,0.190
'0:06.362',-0.060,0.010,0.060,0.190
'0:06.364',-0.050,0.020,0.050,0.170
'0:06.366',-0.040,0.030,0.040,0.160
'0:06.368',-0.060,0.040,0.030,0.150
'0:06.370',-0.060,0.040,0.030,0.160
'0:06.372',-0.070,0.040,0.030,0.170
'0:06.374',-0.070,0.040,0.030,0.160
'0:06.376',-0.060,0.020,0.040,0.140
'0:06.378',-0.040,0.010,0.030,0.120
'0:06.380',-0.020,-0.010,0.010,0.110
'0:06.382',-0.010,-0.020,0.000,0.100
'0:06.384',-0.010,-0.010,-0.020,0.070
'0:06.386',0.000,0.000,-0.040,0.040
'0:06.388',0.000,0.010,-0.050,0.010
'0:06.390',0.020,0.000,-0.100,-0.040
'0:06.392',0.040,-0.050,-0.160,-0.100
'0:06.394',0.060,-0.080,-0.200,-0.130
'0:06.396',0.070,-0.090,-0.180,-0.100
'0:06.398',0.080,-0.050,-0.080,-0.020
'0:06.400',0.050,0.040,0.130,0.140
'0:06.402',0.020,0.190,0.420,0.350
'0:06.404',0.040,0.400,0.760,0.550
'0:06.406',0.110,0.670,1.180,0.770
'0:06.408',0.190,0.970,1.640,1.010
'0:06.410',0.280,1.310,2.120,1.280
'0:06.412',0.350,1.650,2.610,1.570
'0:06.414',0.410,2.010,3.100,1.870
'0:06.416',0.450,2.370,3.590,2.160
'0:06.418',0.490,2.670,3.990,2.410
'0:06.420',0.510,2.880,4.240,2.580
'0:06.422',0.530,2.980,4.330,2.650
'0:06.424',0.530,2.960,4.270,2.610
'0:06.426',0.490,2.800,4.030,2.470
'0:06.428',0.370,2.460,3.610,2.270
'0:06.430',0.170,2.000,3.050,2.040
'0:06.432',0.000,1.520,2.450,1.740
'0:06.434',-0.120,1.120,1.920,1.440
'0:06.436',-0.180,0.790,1.470,1.180
'0:06.438',-0.210,0.530,1.090,0.930
'0:06.440',-0.210,0.300,0.750,0.710
'0:06.442',-0.210,0.120,0.470,0.510
'0:06.444',-0.210,0.000,0.240,0.330
'0:06.446',-0.200,-0.100,0.040,0.170
'0:06.448',-0.170,-0.190,-0.130,0.050
'0:06.450',-0.160,-0.250,-0.260,-0.050
'0:06.452',-0.150,-0.310,-0.380,-0.140
'0:06.454',-0.140,-0.370,-0.480,-0.220
'0:06.456',-0.120,-0.420,-0.570,-0.270
'0:06.458',-0.130,-0.430,-0.640,-0.320
'0:06.460',-0.120,-0.470,-0.700,-0.370
'0:06.462',-0.110,-0.500,-0.760,-0.420
'0:06.464',-0.100,-0.520,-0.790,-0.440
'0:06.466',-0.080,-0.520,-0.800,-0.470
'0:06.468',-0.080,-0.520,-0.810,-0.490
'0:06.470',-0.070,-0.520,-0.820,-0.500
'0:06.472',-0.050,-0.520,-0.820,-0.500
'0:06.474',-0.040,-0.530,-0.830,-0.520
'0:06.476',-0.040,-0.540,-0.840,-0.550
'0:06.478',-0.040,-0.550,-0.850,-0.560
'0:06.480',-0.030,-0.550,-0.840,-0.560
'0:06.482',-0.020,-0.540,-0.830,-0.560
'0:06.484',-0.020,-0.510,-0.820,-0.560
'0:06.486',-0.010,-0.460,-0.790,-0.550
'0:06.488',0.000,-0.450,-0.770,-0.550
'0:06.490',0.000,-0.440,-0.760,-0.550
'0:06.492',0.000,-0.440,-0.750,-0.560
'0:06.494',-0.010,-0.440,-0.750,-0.570
'0:06.496',-0.010,-0.430,-0.750,-0.570
'0:06.498',0.000,-0.410,-0.740,-0.570
'0:06.500',-0.010,-0.370,-0.720,-0.560
'0:06.502',-0.010,-0.340,-0.700,-0.560
'0:06.504',0.000,-0.330,-0.690,-0.560
'0:06.506',0.000,-0.330,-0.680,-0.570
'0:06.508',0.000,-0.340,-0.670,-0.590
'0:06.510',0.000,-0.340,-0.660,-0.610
'0:06.512',0.010,-0.330,-0.650,-0.610
'0:06.514',0.000,-0.290,-0.640,-0.590
'0:06.516',0.000,-0.270,-0.630,-0.590
'0:06.518',0.010,-0.250,-0.610,-0.610
'0:06.520',0.010,-0.250,-0.600,-0.620
'0:06.522',0.010,-0.250,-0.600,-0.620
'0:06.524',0.010,-0.260,-0.600,-0.620
'0:06.526',0.030,-0.270,-0.590,-0.630
'0:06.528',0.030,-0.280,-0.570,-0.620
'0:06.530',0.030,-0.270,-0.560,-0.610
'0:06.532',0.040,-0.270,-0.550,-0.620
'0:06.534',0.040,-0.260,-0.540,-0.640
'0:06.536',0.040,-0.240,-0.540,-0.650
'0:06.538',0.030,-0.230,-0.550,-0.640
'0:06.540',0.040,-0.230,-0.550,-0.620
'0:06.542',0.030,-0.220,-0.540,-0.600
'0:06.544',0.040,-0.210,-0.530,-0.600
'0:06.546',0.050,-0.210,-0.530,-0.620
'0:06.548',0.060,-0.200,-0.520,-0.620
'0:06.550',0.050,-0.180,-0.500,-0.630
'0:06.552',0.040,-0.170,-0.470,-0.630
'0:06.554',0.040,-0.160,-0.450,-0.630
'0:06.556',0.040,-0.150,-0.450,-0.620
'0:06.558',0.040,-0.160,-0.450,-0.620
'0:06.560',0.050,-0.160,-0.460,-0.640
'0:06.562',0.060,-0.160,-0.470,-0.640
'0:06.564',0.070,-0.150,-0.470,-0.650
'0:06.566',0.070,-0.150,-0.460,-0.660
'0:06.568',0.060,-0.130,-0.460,-0.660
'0:06.570',0.040,-0.120,-0.450,-0.620
'0:06.572',0.040,-0.100,-0.440,-0.620
'0:06.574',0.050,-0.100,-0.440,-0.640
'0:06.576',0.060,-0.110,-0.440,-0.660
'0:06.578',0.080,-0.130,-0.440,-0.660
'0:06.580',0.100,-0.130,-0.440,-0.660
'0:06.582',0.120,-0.110,-0.430,-0.650
'0:06.584',0.120,-0.070,-0.410,-0.640
'0:06.586',0.130,-0.050,-0.400,-0.640
'0:06.588',0.150,-0.050,-0.400,-0.660
'0:06.590',0.150,-0.050,-0.400,-0.670
'0:06.592',0.160,-0.050,-0.390,-0.680
'0:06.594',0.170,-0.050,-0.390,-0.690
'0:06.596',0.160,-0.050,-0.380,-0.690
'0:06.598',0.160,-0.030,-0.370,-0.680
'0:06.600',0.170,-0.020,-0.360,-0.680
'0:06.602',0.180,-0.020,-0.350,-0.690
'0:06.604',0.180,-0.020,-0.350,-0.690
'0:06.606',0.180,-0.030,-0.350,-0.700
'0:06.608',0.190,-0.050,-0.360,-0.710
'0:06.610',0.200,-0.060,-0.360,-0.700
'0:06.612',0.190,-0.030,-0.340,-0.660
'0:06.614',0.190,-0.020,-0.330,-0.630
'0:06.616',0.180,-0.010,-0.330,-0.630
'0:06.618',0.180,0.000,-0.320,-0.630
'0:06.620',0.170,-0.010,-0.320,-0.620
'0:06.622',0.170,-0.040,-0.320,-0.610
'0:06.624',0.160,-0.050,-0.330,-0.600
'0:06.626',0.150,-0.030,-0.320,-0.580
'0:06.628',0.140,-0.030,-0.320,-0.580
'0:06.630',0.130,-0.050,-0.320,-0.590
'0:06.632',0.110,-0.070,-0.310,-0.580
'0:06.634',0.100,-0.080,-0.290,-0.560
'0:06.636',0.090,-0.080,-0.270,-0.540
'0:06.638',0.070,-0.090,-0.260,-0.500
'0:06.640',0.040,-0.080,-0.240,-0.450
'0:06.642',0.030,-0.090,-0.230,-0.440
'0:06.644',0.010,-0.110,-0.210,-0.430
'0:06.646',0.000,-0.130,-0.190,-0.410
'0:06.648',0.000,-0.120,-0.170,-0.380
'0:06.650',-0.020,-0.120,-0.150,-0.340
'0:06.652',-0.050,-0.130,-0.140,-0.290
'0:06.654',-0.080,-0.110,-0.120,-0.230
'0:06.656',-0.110,-0.110,-0.090,-0.200
'0:06.658',-0.120,-0.140,-0.080,-0.180
'0:06.660',-0.140,-0.160,-0.080,-0.150
'0:06.662',-0.160,-0.160,-0.060,-0.120
'0:06.664',-0.170,-0.160,-0.030,-0.100
'0:06.666',-0.180,-0.140,0.000,-0.070
